id,link,content
6667104853307831,https://www.facebook.com/groups/1260448967306807/posts/6667104853307831/?__cft__[0]=AZVt0D4mh03dtSFA-HqsCEd0tLRTSnxvsPj0MFjnI_oWF0bcH7kcozQrqimvWazfhIpYjQV0-iF1O5155LhOKzKklP-cZHE4gVxusiygZFrgn_eKtFOEeaMd88k3w3WJyGmzO4Gu2KwC0lR74flOZvwIaC4y0ajLvR_aGl_w9LaitvXtjRsjbCma-E7hoVPkRRP0_LgRMRDJ-xgOPhc_9gPa&__tn__=%2CO%2CP-R,完整情報 https://www.daybuy.tw/costco-38957豬肉捲慢走不送，牛肉捲這不就回來了嘛Costco熟食區 雞肉捲／牛肉捲回歸!!
6657829034235413,https://www.facebook.com/groups/1260448967306807/posts/6657829034235413/?__cft__[0]=AZV7xTUzAo0pS83-BmWSiDazZ6mhW6CP4DVcz5zonKk7_msgtclCMulzWd6BAYHksz67anJ_40keRsI_EzozZimO5hrC_WOKjrTE7rZLTT2VGWvoUfh7RyltEFbd7dXN9d0PcnLS4Dbvm1OdNep4tMQoin416G7WkWZQrlmWMO-U-hvsEtgzPKiQ0I1ko4caLLYv2W6ocrksFtByvMbRIo8r&__tn__=%2CO%2CP-R,弱弱問一下 沒有要露營 也沒有錄影那這個傢伙可以有甚麼用途
6659987564019560,https://www.facebook.com/groups/1260448967306807/posts/6659987564019560/?__cft__[0]=AZWIte72rr53SdNXcqiGGlh9RY3H0xbExJ556-YPA7oQLi5NHOS0wEFUdw7FzoJ7EG1sftdGhBRHJVwhukKc8Wmyhf8Dk267fu-Pd6EeFDz_QzwbOeEeLp06KuFxOl3EbhWu7bSiOmtC3X4f33LNzeM3dL-DhrwIcT34EpBDnl6LLxHL3EvKyaT5X8nUY_ym4skUmOWQGgUHgmgn-wjN5pZZ&__tn__=%2CO%2CP-R,終於等到它出現了
6665685636783086,https://www.facebook.com/groups/1260448967306807/posts/6665685636783086/?__cft__[0]=AZXx2fU444WfuASfr4_W0_VQ_BuQxUqxUnv_VMhmut0wzPAY0HN1zAvtM39yhc60-MBraGNZ2a2G99qwC4_3ybFsX8jjOhD6d2AyjDF9HU6NMxvqxGqrfA8qKcZmKOFCZ0lluZvtKcz7c_UkzHK91_H2oEwPqzq2VGkhUX_SdNVMz6K-tKm45aasd_YMDIik5Da0h0OTkGhlVvCAoWPYe078&__tn__=%2CO%2CP-R,4月10日天氣晴中午想說來好市多覓食結果一進賣場就看到一位阿姨招著手說：金色三麥啤酒特展第一天喔要不要來試喝看看… See more
6662476807103969,https://www.facebook.com/groups/1260448967306807/posts/6662476807103969/?__cft__[0]=AZUGn3Py88vNrzrqw8Azxc8en7apd_gXtEhdew_Zostrgm2phRcNbhwhS2EDejbWdR_WD1BOZkA0OwOtE3_jF4ZRBWoBnkDxIwWiCkBmRH4LjwMHO2gxSHm0qmwWqVwLfuy128sM1nAQGawzx7QXPgAmBdSLImc2MnuTaIKkp3Es4o8l1ssWi2hdkfpcxNgUJpv61kMbzn2zqAimaCgetYRz&__tn__=%2CO%2CP-R,-開箱好市多阿根廷紅蝦值得再購入-一包905g$599… See more
6665749543443362,https://www.facebook.com/groups/1260448967306807/posts/6665749543443362/?__cft__[0]=AZXhVoc-rHi_qGANsgQpsmDRN6fPOgw0HIhpqFGeV8ug3YpreplRkJmNK8oUivif0s0llW4iym3YZ-9RK68RB3tvCLk_jC1nFwWsjYqY2-2iWqFPkOW3p4sNQAzELXZ0px_UainPjCOc6bTXWdaUkcpwMmg7SR9m-ezdjOjVG1IxgQnYwCTWzbCj1ivJIFnHydKy48bxkMJmhhR9EulInfCO&__tn__=%2CO%2CP-R,我想說落建這洗髮精應該不是專門for禿頭人士才在洗的吧??因為每次朋友聽到我用落建洗頭髮，都以為我有禿頭更誇張的是肉眼看不出來就問我說是因為年紀到了在預防嗎@@ 落建也是有出一般人用的洗髮精好嗎~… See more
6665027120182271,https://www.facebook.com/groups/1260448967306807/posts/6665027120182271/?__cft__[0]=AZWt2kGQfZRFB91AYOMzT8ksjCWOmCBGWuCb5pHjVo4eJs3FAVFU4eM9-i5vRv3PWgS2_JvTQQRW_FDkZFiUVcTe8ar0lY2-KMaqYzo7woW0u4KXan6Fzs3G0J1IL_sYUa2Xkw9rH30VsZ6joGjMuEyNGa3gcP925_m3NXajj-UuPiTlAGrnpZ9GPnhjULNmVtqUwrzdTIzqFCfzlN4t66od&__tn__=%2CO%2CP-R,我昨天第一次買紐西蘭Posy蘋果，包裝好看，回到家立馬削皮吃一顆（不確定有沒有蠟所以削皮卡安心）脆又甜，對我來說真的太甜了 哈哈
6665638393454477,https://www.facebook.com/groups/1260448967306807/posts/6665638393454477/?__cft__[0]=AZXNPnNn7ApchzdAKw427ysKqmQ7hjF4fu3rIPEfY6H88igQxA4boTP5QoJB9LQkBMzdx5HNp7VvZIwqrpE2gztZPjCXdwf3hqQYoQu2e-HzZd_9idnjgMsf77jQbdydC14ivWnj0gHT28J7tC532XdT2Z841rXC1xAgnEMWKvjyiIw7QqMq2ZDHMFqwQEOHrr6QX0NeLpb0HCPOkr1ISDc3&__tn__=%2CO%2CP-R,多圖完整情報 https://www.daybuy.tw/costco-40844之前Costco上架熱賣的康寧PYREX 單耳玻璃量杯，再次上架囉!!
6665436086808041,https://www.facebook.com/groups/1260448967306807/posts/6665436086808041/?__cft__[0]=AZVsT-ZgT5tmJ9MyitNqXfdeLt3wqd5RCwpF8QzGBw8GGBk4dif4TLxnpGIT4RSFAQjstrpkA2NUC6agl1k4Kt-2gZLqIrzHfMmvXJvK4hEm7D4-xOrIitzjmyk7qPC72soFGLilNfzC_ijxxLmJTXy11-7CUmrAPChfHr7BkWBEAuL5H6GRBpe4WlwYU0sTXWJsrKvKdpXLDnX-uJ6KFlFx&__tn__=%2CO%2CP-R,之前有看到大家講可以泡牛奶變拿鐵我自己試了一下這個大小的杯子丟兩包牛奶加滿後 除了泡的時間之外我還會看顏色大概像我照片裡的顏色 我就會拿出來喝了… See more
6660180124000304,https://www.facebook.com/groups/1260448967306807/posts/6660180124000304/?__cft__[0]=AZV2NAri90NQe_LG3DYysVwThfKMY5OcyztfiR-mUAz4SHut72upXHiGmDlhQzQ8DRWlB-BEPrsDnfbRgbvv9tyfS0LBxnZljKJer3gkolMnI_WTApoeXDQN0FuFCuHC2QPvR_6oUbVdbXdA3R9qCz9mSK3w2zlSNDmcYauWOAnGP8zp22-hEy2CACbHB0DST0B85flwYMx9Suj5hzJbDlEE&__tn__=%2CO%2CP-R,今天來好市多發現竟然有展櫃在優惠也有賣AD系列唷對寶寶的皮膚溫和不刺激 有用過的應該都很有感剛好可以來囤貨一波了
6665853193432997,https://www.facebook.com/groups/1260448967306807/posts/6665853193432997/?__cft__[0]=AZWG61BywHxe2PVmC5JrNL_eDywyBPJBRmnyqeYlQ6wPZzXgdCYFVvLEnfPO0BDx_HfGYbxWf5cI6DoPmn9W6RG5K21xOW6Tm-yAkpJOvcOseXCmEmx5Wu27VBXlZzCounlD3pJqKMviGw7vzw1rr3G5Tjb4RsaDtUjVb-rkbpiLzZX88pB5S3EPOD8tHZhbaC-5jbU4WvR4DYhlTPPlsKY2&__tn__=%2CO%2CP-R,板腱339越來越貴回不去了只好搬2箱整件1公斤319！
6648349431850040,https://www.facebook.com/groups/1260448967306807/posts/6648349431850040/?__cft__[0]=AZUMUSSMHOwTuiZvyfz9ECl145o64f-ILv0yQuiuh1LLnv1WhoMHS0DiptKGN045vVX52IU4RC-MvLH4KYe-b4vu1jvXQpGz3tPlBivv2AAqY3wd597f8vDTitkk3BlXna-BCxGTrxWv5tuzIQJ5HGYXVzuG8xrAmxF8NHxEsOD9lcK_-Rj_0Zl871dopLPT00ZjcKVQPmP4p-9aZZtv0QEG&__tn__=%2CO%2CP-R,老公被好菇道試吃驚艷到！然後只帶了這蒜味調味鹽（蛤？）好菇道表示⋯⋯？！這麼大一罐我怕只用在炒菇可能要傳承給女兒，… See more
6663434030341580,https://www.facebook.com/groups/1260448967306807/posts/6663434030341580/?__cft__[0]=AZWSInNIN5vOE8TwPv7bfP_nFfVelMsWD_ihJxCXQnASr-bx8xUpW1MBoMxHZIBlPnAiW6lOLMwgn-VrtfRNGG_hYpLgww7FRVY12qXpFwfXVAMfX7LYLrkqWKBiG7AdbaAGF8FhwzU-23XHz45-Eg1ay1qzL--cpW5uR0UqF50WLDdfXmtcCpLB_AEK0S61BG7ldQWGf91T2D2PVyAOsny0&__tn__=%2CO%2CP-R,KIRKLAND保鮮膜雖然好用、CP值高，但就是超大捲佔空間。嘗試利用軟磁鐵貼在外盒底部，測試看看是否能整組貼在冰箱上。答案：成功！  從此以後它再也不佔流理台空間
6659482014070115,https://www.facebook.com/groups/1260448967306807/posts/6659482014070115/?__cft__[0]=AZXrMPA1FhO-9uzKGv-WRtfLCGwqsV0As6T6Vl7XoufQoZqVLyn-bBx4kWvxissp1cBq0EJR0b1D6U5vVsxFzHdkBRHThAICe0-AJTBcOzqNVQPYaWl-Lt7pM-dFj8DmvVdm1YpilC2-_2vDfQ7FpvLvPcHc_7Pqllo20Iso_cKUO5cbpSIEDz5G4fucFO4OkP4Dgde3xd7Y6zyChHCNzG55&__tn__=%2CO%2CP-R,飛利浦刷頭終於特價，等超久的7入1249 平均一支178偷看一下官網同款3隻要990好市多現場應該是目前最便宜的價格了
6662472733771043,https://www.facebook.com/groups/1260448967306807/posts/6662472733771043/?__cft__[0]=AZUBughq6iQUx8AWPU94whh1TKYIpZv1phnSbeSDbZ2hpMuwLO2hFXlcWea-YWXOqw2xzkwlB__mBjUT5YRNzg7Ke_fpXPuSj0wl8Ka5f8B-C0UTZ0xvPWNZLiCNQnzkEA5uhtIXG48ZsxcBND4PTwJ25AJHHRTdimOZ-CsHU2osVYHuqCqVyJm8xmXorXjsI3b8G1ciEhYQsIiyTe_XuGh9&__tn__=%2CO%2CP-R,買了大包鬆餅粉，發現根本不適合做鬆餅！利用現在超便宜的高麗菜，做成蔬菜大阪燒，小孩意外的捧場！… See more
6665684740116509,https://www.facebook.com/groups/1260448967306807/posts/6665684740116509/?__cft__[0]=AZUKo1qSCaxigjG5vAoobHPSgHA43f_8umvaQTBrR2TxlAbDh_zsRe_tvbePVheodx5It-og6uQUeZdzcY9fIFCJIeaSG33J-0N1wXfY6wkGf5gQTNNy-1izi6EIQcGZjjPNPJurMVYiRilC3N6uhAAvDePGtAST7L5295SAMV3znaVn_332UMwLy_HHmCNKdWpY2toKKsHJRLinqSnyvXMB&__tn__=%2CO%2CP-R,完整情報 https://www.daybuy.tw/costco-41930傳到漏掉，Costco這週的限時隱藏優惠，今天開始囉，優惠從04/10(一)到04/16(日)，懶人包都已整理好囉!!
6665086953509621,https://www.facebook.com/groups/1260448967306807/posts/6665086953509621/?__cft__[0]=AZVfarU2ZpZxLKGBj9ZVb8W9yslWmtYTb7NNllGIdboy6zJkuaiOvV4IeuQeBJyIeVF5Nf_VbsMBr-0iiq4yY4V5NdSICEAzAiiVObEbVRMurUBaYvU_Viursd5OSwDzLEYBV1981Zp5O3w3fUCWgSGqWuolT4mKeWYaSKIkuw45NdmdlL9Zk8DHjWswEltlBPtjO0f3mrPHA0RYCH7ceksg&__tn__=%2CO%2CP-R,上周去中壢好市多，看到沒見過的口味-巧克力貝果而且還是一袋12個，直接大包裝給你，不讓你跟其他口味搭配的瞬間有點小懷疑，是不是滯銷，強迫推銷啊啊啊啊啊但買回來，第一口咬下去就覺得....哇咧，買少了硬是嗑了好幾口再拍照… See more
6658601034158213,https://www.facebook.com/groups/1260448967306807/posts/6658601034158213/?__cft__[0]=AZXETSFuY0YGbI4besANmRAlmfB3AYxBFYTW_lG-89NApl7oWkm5r5wp4NeWxqE1lJ8NovpcGfJapITOjlNQi8AkPt_0bE44OAFmcJJnBMiFjIcqjbt__1BdtWlKv8_-S7TL-XCP9tRZtlL6QkZO18gNbFAjR3jSOYBH6R0xTN329cWuJV8fLNxmE-hq7K7tadNcfn9naYHksfOEI7-pNm5k&__tn__=%2CO%2CP-R,完整情報 https://www.daybuy.tw/costco-9448Costco大西瓜到貨!! 三五好友聚在一起吃西瓜的日子來了
6665730690111914,https://www.facebook.com/groups/1260448967306807/posts/6665730690111914/?__cft__[0]=AZUq1ob5PDuLM55-C2uPk8Cx02tnyinMRvh8K7ZBBZ-kW1qVhlrSTToeyH-Z3Y6xACUVUPVcubuC_tiNcPn8YTRBnpngE4DansFM8LLxXSurFmaqgWrCfNFAoGkNH8RHSteY1GfLucsqZd_ZX05L0N8Ojg-lJ_1DqWEeWaFz2P25JVyMKXHypevK7EtpGFoAm39Ct8pF-j_E5Loyi5bLsBVj&__tn__=%2CO%2CP-R,解鎖廣島好市多￼四月連假前往日本旅遊￼￼發現廣島的好市多是距離廣島車站交通非常方便￼的一家飯店距離我們住宿的飯店大約只有1.4公里￼所以就挑戰騎腳踏車去好市多購物… See more
6659802280704755,https://www.facebook.com/groups/1260448967306807/posts/6659802280704755/?__cft__[0]=AZU4H-CdtVx1Bxtw4xierCkbUzP963ys38zbQDm0Z98ia3DWrjsXmDtnx4ezPZkYa3uToTYOH5-o-cFzmLZj_us3OzVAXWFWs5XFbc0cM5ATlrcht2ziygGdVnfntSOroTZVw8JBYaN5tCqKRvQDTMSnzjs9lEHgRMwkdzbQ6ewbkTbiqW4v_nmJTAgxHtHCnje1WnTAvEJ8i4nEGWoSxkZ-&__tn__=%2CO%2CP-R,蘭諾搭配洗衣精真的好用~尤其是老公洗工作服時用超讚的，只要用對方法就可以持香很久連工作服都可以香香的這幾年香香豆已經成為我愛用的洗衣好物每檔特惠都會注意一下~不過記得要先放進洗衣槽 、再放衣服… See more
6650825261602457,https://www.facebook.com/groups/1260448967306807/posts/6650825261602457/?__cft__[0]=AZWP3h0Fr_LaxD_vb8HeRUmVXSZgiA2CoU9t9xLPt6WNpga2Izax6ilRt9AprzeBoEpz6N7CGJBd1v2zPzxZfbFQespNOE0CW6VWvcc22l4sPQcWI2mHGA3ai2eMg59yAOs-2lAeqx7YVPknXafj01yB_6Rz0eb9CmZJkQAPs9Nykckk_2wox05iH4RhnSZlt7I2c011Soo20HwSHtzvGcO0&__tn__=%2CO%2CP-R,大推！第二次回購氣泡版的可爾必思 夏天超必備欸！1瓶250ml 我覺得超剛好
6657543870930596,https://www.facebook.com/groups/1260448967306807/posts/6657543870930596/?__cft__[0]=AZUgjiO3ludDDraTCSgdVr4wOPXcNUqd_jpiPCpLPzrZ-CzacJoj8F_828Dy0IYcHgXKsGbMGcg0j92YBJIQQE4TNJGyrokYg_rwGZq_nnY_ailjqWsHsC3FU6EUgbgtES2ZRXgzJ8BJyQNtatwcZ-AdPoPvvzQGYCg60cZ-MJQb75_j6NjGUD8mOE5cz7uKj6jeyVu6x0FDcLZutlFxahjN&__tn__=%2CO%2CP-R,懸掛式馬桶清潔球很好用每次沖水就可以維持馬桶廁所香香個人覺得比投水箱那種好用很多平時都是家x福買2個$119，平均1個$59.5這週看到好市多優惠折$100我… See more
6657649780920005,https://www.facebook.com/groups/1260448967306807/posts/6657649780920005/?__cft__[0]=AZUytEtJ79jiFPASydQUIKpjqJ3EPsTcEZE7g3kzDdyBp7pMZ8U-RIwRfsaVkFYTX5F0xfQrGGEdvsBIdF0GEl2zumoNZtE2dzSPB830NgOqzwnXGQMLn5g0pL1y0fetIPvK4qLMY279muM64XhDeepNYGPuCelYrbj_OOneyL8VfZZCsCVGai7iH0lxTfeUyBtuD2KW8eXsHYIrs_j2mb7H&__tn__=%2CO%2CP-R,好酸，請問，這要怎麼調才好喝？
6663718810313102,https://www.facebook.com/groups/1260448967306807/posts/6663718810313102/?__cft__[0]=AZXfYz_66acYw-lewNf2EPkY27o05nTIvq4I1939tPxG5KivUfqiuFUfTQcquyPGFOdlPRNyhRQPL2z2jKRIPrLzEQ1EK8rX9WBcRFex93IhPXtd3ncQeze9gpGYqajjQatxc_hA10Myxa1s8a1PskBr4nzc0yrKZ7dMYS2ZJNcc7kM25a_QCdU5VXggKKzPRAVkQZNNW6EAj8cfxVmjJF2D&__tn__=%2CO%2CP-R,終於等到Asahi 了⋯⋯
6658168740868109,https://www.facebook.com/groups/1260448967306807/posts/6658168740868109/?__cft__[0]=AZWVgxW8KRtJq3z1FXcCL_Iz02zFP-9dULNToOULbPT2KM148PetplP_P7UxrFRv-ni0p6PkyVUdzjapZQAjVodSCLKTnYeIg_XCoMZHqCV4KnZTdmljTTewGrWvhoZOMT6iTO5_3RlTzFmbfp2uGALCmwnwXkCatMUJndZ97T7AhMFFij2e_9kwkd6TI5f7gYOKtI1O0ZD75BgW374v681q&__tn__=%2CO%2CP-R,最近跟老公在減脂大多都在家自己煮健康餐不過雞胸肉水煮有點柴～吃到也有點膩平常都會用優系的食物袋來裝食材前幾天突然看到盒子上的介紹… See more
6663603590324624,https://www.facebook.com/groups/1260448967306807/posts/6663603590324624/?__cft__[0]=AZXa-KE3ADoedx-BmUVRASgAW-iHVfjUW0vfUHBPjbKRd0P1hX7xeyFxZ10Yvoj-_35TGmGIes0_qxY34d1dZHdVHySAesVHqSbS4GYayLeW52j036DbfzYFzyHmmfyS7coBeUvPs9C05t7YMejPo6u-bs11HLYRm27LSAqBY_HHz5DZfbjUnaBbRQ4bHLbW8lLuvSW71hjko_MtzUs6g1pB&__tn__=%2CO%2CP-R,尋找曾買過這款床墊的版友，看官網評價都說很硬，請問硬度可以維持多久呢？想趁明天特價購入，謝謝！
6665326470152336,https://www.facebook.com/groups/1260448967306807/posts/6665326470152336/?__cft__[0]=AZVF_tdes1LOpVHWR_vSjFWSA5rf_oA4x83nXoMmadQXvfVVWbMLOqGIU_uPfzzvzFnvHEaCR5mv_MblOSb0pOrFigthDN_RMrdOUpnqjuxHjR4lrjDqkoAyDS1btaleCvjN3LeNYPBd9Nj61DK4P9-VruAbU71DzFh7CuYOAiVAzT4CCzxN-UxZpv7yB3WxwW6hazQ2jUULW9g3RBYBKkgA&__tn__=%2CO%2CP-R,昨天買的節瓜有整條都水爛掉了⋯才買一天而已 我愛節瓜啊啊啊已退貨
6665718263446490,https://www.facebook.com/groups/1260448967306807/posts/6665718263446490/?__cft__[0]=AZV7Zzb2tkpVs_P61fP0fqD9mnbyWWievCAMGqj_uUqGZCy8WHcFsHU-DG7At2a64309l7FCPsqP4I1h_MJn7E8Vy_9Nu6yx8ZlJxrEJkx23CUenX2TrlN7AAdoZw-uBeuDjTJMqz484wFMU3X-dhSoij5ws_CeKm-YioztpE5uofb1HR1Vv2xrAMh5378ZAqhqDhWEzeE6Et7xIOPvg_-P4&__tn__=%2CO%2CP-R,因為之前去日本搭電車發現坐旁邊的日本人身上香香的但又不像香水味很喜歡這種若有似無的淡香看到有人說很多日本人都有用洗衣香香豆… See more
6665730713445245,https://www.facebook.com/groups/1260448967306807/posts/6665730713445245/?__cft__[0]=AZVYIoJAmxUk46vmfj9AUKAPMB5ckIqbobO06nu-NQTMxI3WXiK1gcUTCv6UTu40o1xXh27Gp-YhfyIzXOktrRnDs69IqhmwNlF3ZaVAegTBBPOy2d5mZ-q9Hrxq5fAvQ0fgJOrkJXj6kUk0Jn7scLKUZHxGBybeL0qFVmAK2Y8MBKCt_-EMlZv7Vs07tcWGt4yDWw-XhdPstJlBHvmC8yPz&__tn__=%2CO%2CP-R,明太子看起來也好好吃
6657723544245962,https://www.facebook.com/groups/1260448967306807/posts/6657723544245962/?__cft__[0]=AZUGgyyjc5q3XKKA7KfbttcPdxQ34OhhfS-TkhyiLp8HXAXcFVxxE9fgRvd3KM5Xg8RpoA5ZmyvbaWPJf7jacukC0jpZ2XFG-Qi8eKYXdst0VRX8-vLTnA0IMcMvpiVoCKeGV7TRpnBCTfsdfkTfOdhCYdXKexSukIlXnMkbODvR5dvNBEllKvCJCVoQKxK1gIgr9zEoaJI9SktEutX9hkot&__tn__=%2CO%2CP-R,上面是原價買的110抽，下方是今天特價買的100抽##更新：謝謝大家解惑，以前都在網路買，今天第一次在現場買，原來是有差別
6665752950109688,https://www.facebook.com/groups/1260448967306807/posts/6665752950109688/?__cft__[0]=AZXirENbSwS2o5Dq4y1R4yJV28wQrgVg87Dr-Qw9Xs6OP76jkM_NGsruk6cyKtf5Z63Y83V2FhiPRRoDEd-SBhTGsaupAIkkvrwHO2YoXUM8Go9NANswsshpQ3B1huoEJ6pSJU-oPgeKIm541geF7AG3u0rc_Dd8tYRZH91fMOOFeqIO0I68B5aLtmmVbXhxW8eFqK3hX7jAUeCBKN7PCAU8&__tn__=%2CO%2CP-R,熊熊在好市多官網看到之前代購很紅的日本洗面乳去不了日本只好買來用擠一點點就可以起很多泡泡，很適合勤儉持家的me有種淡淡的香味～洗完不會太乾（我是混合肌）比價一輪下來其實蠻俗的，兩條可以撐過整個夏天… See more
